MediaID,GenreID
165,878
93405,10759
93405,9648
93405,18
107365,18
13916,16
13916,9648
13916,10765
9806,28
9806,12
9806,16
9806,10751
285,12
285,14
285,28
2062,16
2062,35
2062,10751
2062,14
7842,16
7842,35
7842,10762
7842,10751
62715,16
62715,10759
62715,10765
694,27
694,53
105971,16
105971,10759
105971,10765
1972,10765
1972,10759
1972,18
508947,16
508947,10751
508947,35
508947,14
10020,10749
10020,10751
10020,16
10020,14
268,14
268,28
268,80
210757,80
210757,9648
210757,18
210757,10759
807,80
807,9648
807,53
555604,16
555604,14
555604,18
555604,10402
724495,28
724495,18
724495,36
389,18
1865,12
1865,28
1865,14
177572,12
177572,10751
177572,16
177572,28
177572,35
82684,10759
82684,16
82684,10765
82684,35
57532,16
57532,10762
203489,16
203489,35
194829,16
194829,35
194829,10759
194829,10765
16869,18
16869,53
16869,10752
60554,10759
60554,16
60554,10765
137113,28
137113,878
277834,12
277834,35
277834,10751
277834,16
37165,35
37165,18
9552,27
899112,28
899112,35
899112,80
899112,53
493922,27
493922,9648
493922,53
530915,10752
530915,18
530915,36
374720,10752
374720,28
374720,18
329865,18
329865,878
329865,9648
530385,27
530385,18
530385,9648
990140,28
990140,18
526896,28
526896,878
526896,14
76773,18
76773,10759
131631,878
131631,12
131631,53
106308,35
106308,18
480530,18
464052,28
464052,12
464052,14
769,18
769,80
766,14
766,27
766,35
86831,16
86831,10765
863,16
863,35
863,10751
111,28
111,80
111,18
141052,28
141052,12
141052,878
92749,10759
92749,10765
92749,9648
203178,35
10191,14
10191,12
10191,16
10191,10751
10193,16
10193,10751
10193,35
8373,878
8373,28
8373,12
420817,12
420817,14
420817,10749
420817,10751
601,878
601,12
601,10751
601,14
890771,27
890771,53
204343,35
204343,18
38356,28
38356,878
38356,12
34307,18
34307,35
565770,28
565770,878
1413,18
1413,9648
1413,10765
297761,28
297761,12
297761,14
82992,28
82992,53
82992,80
125116,18
125116,10765
610150,16
610150,878
610150,28
966220,10752
966220,28
966220,18
127585,28
127585,12
127585,878
11224,10751
11224,14
11224,16
11224,10749
1433,16
1433,35
351286,28
351286,12
351286,878
351286,53
9607,12
9607,14
9607,35
9607,10751
9607,878
71694,18
71694,80
604,12
604,28
604,53
604,878
345940,28
345940,878
345940,27
31911,10759
31911,16
31911,10765
286217,18
286217,12
286217,878
1093994,28
1093994,53
8392,14
8392,16
8392,10751
92830,10765
92830,10759
495764,28
495764,80
195359,18
195359,10768
810693,16
810693,28
810693,14
4607,9648
4607,10759
536437,80
536437,9648
536437,53
37724,28
37724,12
37724,53
575264,28
575264,12
575264,53
203344,18
216795,18
216795,35
419430,9648
419430,53
419430,27
87,12
87,28
4935,14
4935,16
4935,12
65931,16
65931,35
65931,80
65931,9648
65931,10759
65931,10765
65931,18
110316,18
110316,9648
110316,10759
110316,10765
36657,12
36657,28
36657,878
196,12
196,35
196,878
244786,18
244786,10402
92783,35
92783,10765
70523,18
70523,10765
70523,9648
321612,10751
321612,14
321612,10749
103516,10765
330457,10751
330457,16
330457,12
330457,35
330457,14
57041,10759
57041,16
57041,35
57041,10765
95205,80
95205,18
95205,10759
166426,12
166426,28
166426,14
63174,80
63174,10765
520763,878
520763,53
520763,27
949,28
949,80
949,18
949,53
115036,10759
115036,10765
663712,27
293167,28
293167,12
293167,14
78191,9648
78191,80
78191,18
466272,35
466272,18
466272,53
106,878
106,28
106,12
106,53
105009,18
105009,16
105009,10759
105009,80
204412,16
204412,80
204412,9648
176,27
176,9648
176,80
36647,27
36647,28
497,14
497,18
497,80
118534,10762
223251,16
223251,18
223251,35
140300,28
140300,12
140300,16
140300,35
140300,10751
324786,18
324786,36
324786,10752
126889,878
126889,27
126889,9648
211672,10751
211672,16
211672,12
211672,35
99121,80
99121,18
99121,10759
49538,28
49538,878
49538,12
939210,10751
939210,12
939210,10402
939210,16
353486,12
353486,28
353486,35
353486,14
44217,10759
44217,18
44217,10768
128,12
128,14
128,16
79481,16
79481,18
79481,10759
137391,16
137391,35
137391,10759
137391,10765
447332,27
447332,18
447332,878
203554,35
203554,18
2734,80
2734,18
2734,9648
1091,27
1091,9648
1091,878
101299,12
101299,28
101299,878
124905,28
124905,18
124905,878
120467,35
120467,18
46648,18
85552,18
85552,80
888479,10749
888479,18
776835,16
776835,12
776835,10751
776835,14
46298,10759
46298,16
46298,18
707103,18
707103,36
707103,10749
425909,14
425909,35
425909,12
259316,14
259316,12
259316,10751
320288,14
320288,878
320288,28
320288,12
17610,10759
17610,18
17610,80
17610,9648
812,16
812,10751
812,12
812,14
812,10749
157972,18
338947,27
338947,9648
36658,12
36658,28
36658,878
438695,16
438695,10751
802401,28
802401,16
802401,18
802401,14
809,16
809,10751
809,35
809,14
809,12
809,10749
600,18
600,10752
630392,27
630392,14
630392,9648
138843,27
138843,53
253,10765
253,18
44953,80
44953,18
44953,10766
82428,18
185,878
185,18
364,28
364,14
345887,28
345887,53
345887,80
913814,35
913814,18
913814,878
211240,18
211240,10765
211240,9648
1071806,18
1071806,53
508442,16
508442,10751
508442,35
508442,14
508442,18
13475,878
13475,28
13475,12
994751,18
994751,35
994751,14
454626,28
454626,878
454626,35
454626,10751
396535,27
396535,53
396535,12
396535,28
2501,28
2501,18
2501,9648
2501,53
131634,28
131634,12
131634,878
57158,14
57158,12
57158,28
616820,27
616820,53
1359,53
1359,18
1359,80
756999,27
756999,53
830784,35
830784,10751
830784,10402
88329,18
88329,35
88329,10759
630,12
630,14
630,10751
539,27
539,18
539,53
8536,878
8536,28
8536,12
260513,28
260513,12
260513,16
260513,10751
11690,28
11690,18
2080,12
2080,28
2080,53
2080,878
18,12
18,14
18,28
18,53
18,878
207311,80
14161,28
14161,12
14161,878
260514,16
260514,12
260514,35
260514,10751
62745,16
62745,35
62745,10765
62745,10759
11324,18
11324,53
11324,9648
508943,16
508943,35
508943,14
508943,12
508943,10751
460465,28
460465,14
460465,12
4087,10765
4087,9648
4087,80
38,878
38,18
38,10749
136311,35
222792,99
138288,10759
19614,9648
19614,18
429,37
126027,35
97084,35
5548,28
5548,53
5548,878
96402,16
96402,10759
96402,10765
96402,35
1124,18
1124,9648
1124,878
114472,10759
114472,18
114472,10765
337404,35
337404,80
70981,878
70981,12
70981,9648
512200,12
512200,35
512200,14
752,28
752,53
752,878
106158,80
106158,18
155440,16
155440,35
155440,18
80748,80
80748,18
80748,10759
639933,28
639933,12
639933,14
161,53
161,80
56292,28
56292,53
56292,12
14836,16
14836,10751
14836,14
90027,10765
217,12
217,28
13183,28
13183,9648
13183,878
246,16
246,10759
246,10765
800939,10749
800939,35
246655,28
246655,12
246655,878
246655,14
1422,18
1422,53
1422,80
934131,18
934131,27
934131,9648
934131,53
1075540,80
254,12
254,18
254,28
619730,53
619730,9648
619730,878
49013,16
49013,10751
49013,12
49013,35
620,35
620,14
11849,18
11849,12
11849,14
128839,18
128839,10765
128839,10759
614934,18
614934,10402
614934,36
207703,80
207703,35
207703,28
207703,12
408,14
408,16
408,10751
648579,28
648579,35
648579,80
42509,10765
42509,10759
42509,16
42509,9648
42509,35
42509,18
615,16
615,10759
615,35
615,10765
760741,53
760741,28
760741,27
760741,12
760741,18
8909,28
8909,53
8909,80
796185,12
796185,36
796185,18
615457,28
615457,80
615457,53
126726,16
126726,35
126726,10765
12155,10751
12155,14
12155,12
32692,18
32692,80
783675,16
783675,35
783675,18
696157,10402
696157,36
696157,18
62177,16
62177,12
62177,35
62177,10751
62177,28
62177,14
52814,10759
52814,10765
953,10751
953,16
953,12
953,35
879990,53
879990,37
207250,16
207250,35
240832,28
240832,878
1421,35
377,27
95479,16
95479,10759
95479,10765
330,12
330,28
330,878
49444,16
49444,10751
537915,10749
537915,18
339403,28
339403,80
579974,28
579974,18
124271,80
124271,18
6977,80
6977,18
6977,53
411,12
411,10751
411,14
206647,28
206647,12
206647,53
607,28
607,12
607,35
607,878
30991,16
30991,10759
30991,10765
30991,37
92782,10765
92782,10759
92782,35
177677,28
177677,12
489,18
1920,18
1920,9648
228150,10752
228150,18
228150,28
216015,18
216015,10749
216015,53
223528,99
406759,878
406759,12
406759,28
996727,28
996727,53
996727,9648
996727,80
996727,27
88396,10759
88396,18
600354,18
201992,80
201992,18
82690,10751
82690,16
82690,35
82690,12
637649,28
637649,12
637649,80
637649,53
207863,18
207863,10765
10674,16
10674,10751
10674,12
8844,12
8844,14
8844,10751
204541,10765
204541,18
204541,9648
111803,35
111803,18
111803,9648
222023,35
93812,18
93812,35
1398,18
115,35
115,80
500,80
500,53
373571,878
373571,28
1437,18
1437,10759
1437,10765
210577,9648
210577,53
210577,18
10376,18
10376,10402
10376,10749
150689,10749
150689,14
150689,10751
150689,18
72190,28
72190,18
72190,27
72190,878
72190,53
61374,10759
61374,16
61374,18
61374,9648
93456,16
93456,35
93456,10751
725201,28
725201,53
91239,18
44214,18
44214,53
44214,27
198663,28
198663,9648
198663,878
198663,53
777245,18
532639,14
532639,12
532639,10751
1100,35
119495,16
119495,35
119495,10765
118357,37
118357,18
752623,28
752623,12
752623,35
476669,28
476669,12
476669,53
476669,10752
476669,9648
9487,12
9487,16
9487,35
9487,10751
152601,10749
152601,878
152601,18
605,12
605,28
605,53
605,878
222674,99
97782,16
97782,35
97782,10759
97782,10765
99071,16
99071,10759
99071,10765
99071,18
99071,80
556694,14
95555,18
127380,12
127380,16
127380,35
127380,10751
264660,18
264660,878
122194,80
122194,18
122194,9648
102651,14
102651,12
102651,28
102651,10751
102651,10749
1368,28
1368,12
1368,53
1368,10752
139130,16
139130,35
1637,28
1637,12
1637,80
119450,878
119450,28
119450,18
119450,53
629542,16
629542,28
629542,12
629542,80
629542,35
629542,10751
37799,18
42684,878
42684,12
42684,28
42684,53
202097,80
202097,18
6479,18
6479,878
6479,53
224920,10764
49047,878
49047,53
49047,18
87101,878
87101,28
87101,53
87101,12
101172,16
101172,10765
101172,10759
852096,35
852096,14
852096,10751
852096,12
682507,9648
682507,18
682507,53
68726,28
68726,878
68726,12
36668,12
36668,28
36668,878
36668,53
72750,80
72750,18
561,14
561,28
561,27
94664,16
94664,10759
94664,10765
4057,80
4057,18
4057,9648
190859,10752
190859,28
910858,35
910858,18
615952,18
539681,16
539681,28
539681,10751
539681,35
539681,878
85526,80
85526,18
853,18
853,10752
853,36
62650,18
806128,53
67198,10765
67198,10759
646,12
646,28
646,53
4613,18
4613,10768
843794,878
64010,35
359724,18
359724,28
359724,36
331,12
331,28
331,53
331,878
61889,80
61889,18
61889,10759
64690,18
64690,53
64690,80
61791,53
61791,28
61791,18
61791,878
68507,10765
68507,18
866267,53
866267,9648
866267,80
696806,12
696806,878
46261,16
46261,10759
46261,35
46261,9648
46261,10765
1077280,28
1077280,35
1077280,53
2048,28
2048,878
48866,10765
48866,18
48866,10759
2105,35
2105,10749
1412,80
1412,18
1412,9648
1412,10759
837881,18
837881,36
158876,9648
158876,80
158876,18
1035806,28
1035806,80
1035806,53
202102,10765
202102,18
202102,9648
62560,80
62560,18
82702,14
82702,28
82702,12
82702,16
82702,35
82702,10751
197,28
197,18
197,36
197,10752
717980,53
717980,80
717980,18
549,80
549,18
91764,16
91764,10759
273248,18
273248,9648
273248,37
76170,28
76170,878
76170,12
76170,14
670,18
670,53
670,9648
670,28
2328,10759
2328,10765
2328,10762
955,12
955,28
955,53
166428,16
166428,10751
166428,12
335797,16
335797,35
335797,10751
335797,10402
602,28
602,12
602,878
10192,35
10192,12
10192,14
10192,16
10192,10751
88939,10764
86430,18
86430,80
121658,80
121658,18
1734,12
1734,28
1734,14
337401,12
337401,14
337401,18
337401,28
439079,27
439079,9648
439079,53
290859,878
290859,28
18785,35
65784,9648
65784,80
65784,18
205703,18
640,18
640,80
62211,16
62211,10751
1049638,10749
1049638,35
12477,16
12477,18
12477,10752
61746,35
61746,9648
10764,12
10764,28
10764,53
10764,80
591,53
591,9648
460458,27
460458,878
460458,28
75656,53
75656,80
105248,10759
105248,16
105248,10765
281957,37
281957,18
281957,12
894169,28
10693,16
10693,10751
10693,12
10693,14
338970,28
338970,12
338970,14
324852,28
324852,16
324852,35
324852,10751
324852,12
278927,10751
278927,12
278927,18
278927,14
278927,16
42444,16
42444,18
42444,10759
31724,10759
31724,16
31724,18
31724,10765
134865,10765
134865,18
1011367,35
1011367,10749
45950,16
45950,10759
45950,35
45950,10765
814757,18
814757,10749
201948,18
201948,80
277,14
277,28
277,53
49009,10751
49009,35
273481,28
273481,80
273481,53
457232,18
457232,36
447404,28
447404,12
447404,14
490132,18
490132,35
110492,10759
110492,10765
110492,18
585083,16
585083,35
585083,10751
585083,14
585083,12
8681,28
8681,53
4629,10765
4629,10759
4629,9648
1405,80
1405,18
1405,9648
503919,18
503919,14
503919,53
503919,27
22538,28
22538,35
22538,10749
201581,99
37680,18
211796,10759
211796,35
211796,18
10515,12
10515,14
10515,16
10515,28
10515,10751
10515,10749
9340,12
9340,35
9340,10751
32726,35
32726,16
534,28
534,878
534,53
8358,12
8358,18
527774,16
527774,10751
527774,14
527774,28
527774,12
27578,53
27578,12
27578,28
479455,35
479455,878
479455,28
195081,16
195081,35
83463,16
474350,27
474350,14
18165,18
18165,10765
274870,18
274870,10749
274870,878
1037644,10752
1037644,36
1037644,28
136315,18
35610,16
35610,10765
35610,10759
35610,35
35610,9648
202753,10765
202753,35
283566,16
283566,28
283566,878
283566,18
75612,28
75612,878
75612,12
75612,9648
95171,99
53182,28
53182,18
53182,10752
216927,18
10601,12
10601,14
10601,10751
338952,14
338952,12
338952,10751
423,18
423,10752
62264,35
62264,10759
62264,10765
771,35
771,10751
340102,878
340102,27
340102,28
340102,9648
340102,12
112613,16
112613,35
112613,10759
112613,10765
453,18
453,10749
69555,35
315837,878
315837,18
315837,28
289,18
289,10749
913290,27
913290,9648
913290,53
423108,27
423108,9648
423108,53
31654,16
31654,10759
31654,10765
85519,35
69478,18
69478,10765
7555,28
7555,53
117024,16
117024,18
117024,10765
932430,10749
932430,35
77169,10759
77169,18
77169,35
9837,12
9837,16
9837,18
9837,10751
512195,28
512195,35
512195,80
512195,53
760161,27
760161,53
676547,27
676547,53
49040,28
49040,53
1403,18
1403,10765
1403,10759
1431,80
1431,18
1431,9648
95403,10765
95403,18
10585,27
652,12
652,36
652,10752
652,28
81356,35
81356,18
91363,16
